ID,PreisProQM,Added here,Link,Zimmer,Schlafzimmer,Badezimmer,Wohnfläche ca.,Gesamtmiete,Kaltmiete,Grundriss,Stadtteil,Address,Etage,Objektzustand,Bezugsfrei ab,Typ,Nutzfläche ca.,Nebenkosten,Heizkosten,Ausstattung,Baujahr,Besonderheiten,Bonitätsauskunft,Endenergiebedarf,Energieausweis,Energieausweistyp,Energieeffizienzklasse,Energieverbrauchskennwert,Garage/ Stellplatz,Haustiere,Heizungsart,Internet,Modernisierung/ Sanierung,Wesentliche Energieträger
106167337,14.61,07_17,https://www.immobilienscout24.de/expose/106167337,3,KA,2,103,1505,1339,Yep,Mitte,"Scharnhorststraße 26-27, 10115 Berlin, Mitte (Mitte)",1 von 5,Erstbezug,01.09.2018,Hochparterre,KA,166,in Nebenkosten enthalten,Gehobene Qualität,1910,"Balkon/ Terrasse, Keller, Personenaufzug, Einbauküche, Garten/ -mitbenutzung, Gäste-WC",SCHUFA-BonitätsCheck anfordern,71 kWh/(m²*a),liegt vor,Bedarfsausweis,KA,KA,KA,Nach Vereinbarung,Fernwärme,Geschwindigkeit prüfen,zuletzt 2018,KA
