,ID,PreisProQM,Added here,Link,Zimmer,Schlafzimmer,Badezimmer,Wohnfläche ca.,Gesamtmiete,Kaltmiete,Grundriss,Stadtteil,Address,Etage,Objektzustand,Bezugsfrei ab,Typ,Nutzfläche ca.,Nebenkosten,Heizkosten,Ausstattung,Baujahr,Besonderheiten,Bonitätsauskunft,Endenergiebedarf,Energieausweis,Energieausweistyp,Energieeffizienzklasse,Energieverbrauchskennwert,Garage/ Stellplatz,Haustiere,Heizungsart,Internet,Modernisierung/ Sanierung,Wesentliche Energieträger
77,105998966,12.55,07_16,https://www.immobilienscout24.de/expose/105998966,5.0,5,1,145.0,1820,1599,Yep,Unknown,10997 Berlin Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.,3 von 4,Gepflegt,sofort,KA,145,221,keine Angabe,KA,KA,Gäste-WC,SCHUFA-BonitätsCheck anfordern,KA,KA,KA,KA,KA,KA,KA,Etagenheizung,KA,KA,Gas
78,106077619,10.83,07_16,https://www.immobilienscout24.de/expose/106077619,4.0,4,1,90.0,975,750,No,Wedding,"Wollankstr. 32, 13359 Berlin, Wedding (Wedding)",4,Neuwertig,sofort,Etagenwohnung,KA,180,45,Normale Qualität,1970,Personenaufzug,SCHUFA-BonitätsCheck anfordern,KA,liegt vor,Verbrauchsausweis,KA,125 kWh/(m²*a),KA,Nach Vereinbarung,Zentralheizung,Geschwindigkeit prüfen,zuletzt 2018,Gas
79,105919740,19.18,07_16,https://www.immobilienscout24.de/expose/105919740,4.0,3,2,90.92,1744,1471,Yep,Unknown,10969 Berlin Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.,7 von 9,Neuwertig,sofort,Etagenwohnung,KA,273,in Nebenkosten enthalten,Gehobene Qualität,2014,"Balkon/ Terrasse, Keller, Personenaufzug, Einbauküche, Gäste-WC, WG-geeignet",SCHUFA-BonitätsCheck anfordern,47 kWh/(m²*a),liegt vor,Bedarfsausweis,KA,KA,Tiefgaragen-Stellplatz,Nach Vereinbarung,Fernwärme,Geschwindigkeit prüfen,KA,Fernwärme
80,104875389,17.06,07_16,https://www.immobilienscout24.de/expose/104875389,3.0,KA,KA,85.0,1450,1320,Yep,Neukölln,"Juliusstraße 28, 12051 Berlin, Neukölln (Neukölln)",3 von 4,Modernisiert,01.08.2018,Etagenwohnung,KA,130,nicht in Nebenkosten enthalten,KA,1930,"Keller, Einbauküche, WG-geeignet",KA,KA,liegt vor,Verbrauchsausweis,E,KA,KA,KA,Zentralheizung,Geschwindigkeit prüfen,KA,Gas
81,105924592,19.01,07_16,https://www.immobilienscout24.de/expose/105924592,3.0,KA,KA,85.0,1616,1480,Yep,Prenzlauer Berg,"Czarnikauer Str. 17, 10439 Berlin, Prenzlauer Berg (Prenzlauer Berg)",5,Erstbezug,1.8.,Dachgeschoss,KA,136,nicht in Nebenkosten enthalten,KA,1900,Balkon/ Terrasse,erforderlich,165 kWh/(m²*a),liegt vor,Bedarfsausweis,KA,KA,KA,Nach Vereinbarung,Etagenheizung,KA,zuletzt 2018,Erdgas schwer
82,105399136,14.24,07_16,https://www.immobilienscout24.de/expose/105399136,3.0,1,1,114.89,1636,1378,No,Prenzlauer Berg,"Aalesunder Str. 1, 10439 Berlin, Prenzlauer Berg (Prenzlauer Berg)",2 von 5,Modernisiert,31.08.2018,Etagenwohnung,114.89,100,158,Normale Qualität,1904,Balkon/ Terrasse,SCHUFA-BonitätsCheck anfordern,"162,2 kWh/(m²*a)",liegt vor,Bedarfsausweis,KA,KA,KA,KA,Zentralheizung,Geschwindigkeit prüfen,zuletzt 2012,Kohle
83,105728516,15.03,07_16,https://www.immobilienscout24.de/expose/105728516,3.0,KA,KA,106.44,1600,1350,Yep,Wedding,"Sprengelstraße 33, 13353 Berlin, Wedding (Wedding)",2 von 6,Saniert,sofort,Etagenwohnung,KA,150,100,KA,1908,"Balkon/ Terrasse, Keller, Personenaufzug, Einbauküche",KA,KA,liegt vor,Verbrauchsausweis,D,KA,KA,KA,Zentralheizung,Geschwindigkeit prüfen,KA,Gas
84,104869907,15.41,07_16,https://www.immobilienscout24.de/expose/104869907,3.0,2,1,109.0,1680,1308,Yep,Kreuzberg,"Mehringdamm 53, 10961 Berlin, Kreuzberg (Kreuzberg)",2 von 3,Gepflegt,01.07.2018,Etagenwohnung,109,192,180,Gehobene Qualität,1860,Keine Besonderheiten,SCHUFA-BonitätsCheck anfordern,KA,laut Gesetz nicht erforderlich,KA,KA,KA,KA,KA,Zentralheizung,Geschwindigkeit prüfen,zuletzt 2012,Gas
85,70697369,19.68,07_16,https://www.immobilienscout24.de/expose/70697369,3.5,1,2,94.0,1850,1550,No,Mitte,"Dresdener Strasse 34 B, 10179 Berlin, Mitte (Mitte)",KA,Neuwertig,01.09.2013,Erdgeschosswohnung,97,300,,Gehobene Qualität,2011,"Balkon/ Terrasse, Keller, Personenaufzug, Einbauküche, Garten/ -mitbenutzung, Gäste-WC",SCHUFA-BonitätsCheck anfordern,KA,liegt vor,KA,KA,KA,1 Tiefgaragen-Stellplatz,Ja,Fußbodenheizung,Geschwindigkeit prüfen,KA,KA
86,99593665,18.12,07_16,https://www.immobilienscout24.de/expose/99593665,3.0,KA,KA,80.0,1450,1300,No,Prenzlauer Berg,"Walter-Friedländer-Straße 22, 10249 Berlin, Prenzlauer Berg (Prenzlauer Berg)",KA,KA,KA,Etagenwohnung,KA,keine Angabe,nicht in Nebenkosten enthalten,KA,KA,"Balkon/ Terrasse, Keller, Personenaufzug, Einbauküche, Garten/ -mitbenutzung",SCHUFA-BonitätsCheck anfordern,KA,KA,KA,KA,KA,KA,KA,KA,Geschwindigkeit prüfen,KA,KA
87,106114284,16.64,07_16,https://www.immobilienscout24.de/expose/106114284,3.0,2,2,87.19,1451,1264,No,Prenzlauer Berg,"Straßburger Straße 6, 10405 Berlin, Prenzlauer Berg (Prenzlauer Berg)",KA,Neuwertig,sofort,Etagenwohnung,KA,130,57,Gehobene Qualität,2015,"Balkon/ Terrasse, Personenaufzug, Einbauküche",SCHUFA-BonitätsCheck anfordern,70 kWh/(m²*a),KA,Bedarfsausweis,KA,KA,KA,KA,KA,KA,KA,Gas
88,106028553,19.65,07_16,https://www.immobilienscout24.de/expose/106028553,3.0,2,2,85.0,1670,1400,Yep,Mitte,"Kommandantenstraße 76, 10117 Berlin, Mitte (Mitte)",5 von 7,Erstbezug,sofort,Etagenwohnung,KA,270,,Luxus,2015,"Balkon/ Terrasse, Keller, Personenaufzug, Einbauküche, Gäste-WC, Stufenloser Zugang",SCHUFA-BonitätsCheck anfordern,"70,4 kWh/(m²*a)",liegt vor,Bedarfsausweis,B,KA,Tiefgaragen-Stellplatz,KA,Zentralheizung,Geschwindigkeit prüfen,zuletzt 2015,Fernwärme
89,106079639,22.72,07_16,https://www.immobilienscout24.de/expose/106079639,3.0,2,1,65.41,1486,1309,Yep,Mitte,"Neue Grünstraße 19c, 10179 Berlin, Mitte (Mitte)",2 von 7,Erstbezug,sofort,Etagenwohnung,KA,177,in Nebenkosten enthalten,Luxus,2018,"Balkon/ Terrasse, Keller, Personenaufzug, Einbauküche, Garten/ -mitbenutzung, Stufenloser Zugang, WG-geeignet",erforderlich,"81,2 kWh/(m²*a)",liegt vor,Bedarfsausweis,C,KA,1 Tiefgaragen-Stellplatz,KA,Zentralheizung,Verfügbarkeit prüfen,KA,Fernwärme
90,96489669,20.09,07_16,https://www.immobilienscout24.de/expose/96489669,3.0,2,1,87.5,1758,1530,No,Mitte,"Schwartzkopffstr. 19, 10115 Berlin, Mitte (Mitte)",4 von 4,Erstbezug nach Sanierung,01.06.2018,Etagenwohnung,87.5,140,88,Gehobene Qualität,1900,"Balkon/ Terrasse, Keller",SCHUFA-BonitätsCheck anfordern,KA,liegt vor,Verbrauchsausweis,KA,113 kWh/(m²*a),KA,Nach Vereinbarung,Zentralheizung,Geschwindigkeit prüfen,zuletzt 2018,Gas
91,105297769,16.64,07_16,https://www.immobilienscout24.de/expose/105297769,3.0,1,1,89.0,1481,1201,No,Neukölln,"Sonnenallee 149, 12059 Berlin, Neukölln (Neukölln)",5 von 5,Vollständig renoviert,KA,Dachgeschoss,KA,140,140,Normale Qualität,1902,"Balkon/ Terrasse, Personenaufzug",SCHUFA-BonitätsCheck anfordern,KA,liegt vor,Verbrauchsausweis,KA,138 kWh/(m²*a),KA,Nach Vereinbarung,Zentralheizung,Geschwindigkeit prüfen,zuletzt 2017,Öl
92,106126768,9.53,07_16,https://www.immobilienscout24.de/expose/106126768,3.0,KA,KA,115.44,1100,1100,No,Mitte,"Seydelstraße 29, 10117 Berlin, Mitte (Mitte)",5 von 10,Erstbezug nach Sanierung,KA,Dachgeschoss,KA,keine Angabe,in Nebenkosten enthalten,Gehobene Qualität,2011,"Balkon/ Terrasse, Keller, Einbauküche, Gäste-WC",SCHUFA-BonitätsCheck anfordern,KA,KA,KA,KA,KA,Garage,KA,Zentralheizung,Geschwindigkeit prüfen,zuletzt 2017,Gas
93,103388627,17.35,07_16,https://www.immobilienscout24.de/expose/103388627,3.0,KA,1,72.35,1255,990,Yep,Unknown,10243 Berlin Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.,2 von 7,Vollständig renoviert,ab sofort,Etagenwohnung,KA,265,in Nebenkosten enthalten,Gehobene Qualität,1953,"Keller, Personenaufzug",SCHUFA-BonitätsCheck anfordern,KA,liegt vor,Verbrauchsausweis,KA,149 kWh/(m²*a),KA,Nach Vereinbarung,KA,Geschwindigkeit prüfen,zuletzt 2017,Fernwärme
94,106007842,17.17,07_16,https://www.immobilienscout24.de/expose/106007842,3.0,KA,1,90.0,1545,1320,Yep,Unknown,10115 Berlin Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.,2 von 5,KA,01.09.2018,Sonstige,KA,225,in Nebenkosten enthalten,Gehobene Qualität,unbekannt,"Balkon/ Terrasse, Keller, Personenaufzug, Einbauküche",erforderlich,KA,laut Gesetz nicht erforderlich,KA,KA,KA,KA,Nein,Zentralheizung,Geschwindigkeit prüfen,KA,KA
95,105800804,17.0,07_16,https://www.immobilienscout24.de/expose/105800804,3.0,2,2,110.0,1870,1600,No,Unknown,10249 Berlin Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.,4 von 4,Neuwertig,01.08.2018,Dachgeschoss,KA,270,in Nebenkosten enthalten,KA,2017,"Balkon/ Terrasse, Personenaufzug, Einbauküche, Gäste-WC, Stufenloser Zugang",SCHUFA-BonitätsCheck anfordern,KA,liegt vor,Verbrauchsausweis,KA,77 kWh/(m²*a),KA,Nach Vereinbarung,Fernwärme,Geschwindigkeit prüfen,zuletzt 2018,Gas
96,106153215,71.82,07_16,https://www.immobilienscout24.de/expose/106153215,4.0,KA,KA,11.0,790,650,No,Mitte,"Wolliner Straße 9, 10437 Berlin, Mitte (Mitte)",KA,Erstbezug,01.08.2018,KA,KA,140,keine Angabe,KA,2018,"Balkon/ Terrasse, Gäste-WC",SCHUFA-BonitätsCheck anfordern,10 kWh/(m²*a),liegt vor,Bedarfsausweis,KA,KA,KA,Nach Vereinbarung,KA,Geschwindigkeit prüfen,KA,KA
97,106043165,14.22,07_16,https://www.immobilienscout24.de/expose/106043165,3.5,KA,KA,121.0,1721,1458,No,Unknown,12043 Berlin-Neukölln Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.,KA,KA,KA,Etagenwohnung,KA,263,in Nebenkosten enthalten,KA,KA,Keine Besonderheiten,SCHUFA-BonitätsCheck anfordern,KA,KA,KA,KA,KA,KA,KA,Gas-Heizung,Geschwindigkeit prüfen,KA,KA
98,98774797,17.22,07_16,https://www.immobilienscout24.de/expose/98774797,3.0,2,1,92.82,1598,1393,Yep,Mitte,"Schumannstraße 19, 10117 Berlin-Mitte, Mitte (Mitte)",2 von 5,Vollständig renoviert,sofort,Etagenwohnung,92.82,112,93,Gehobene Qualität,1996,"Balkon/ Terrasse, Keller, Personenaufzug, Einbauküche",erforderlich,KA,liegt vor,Verbrauchsausweis,KA,92 kWh/(m²*a),KA,KA,Zentralheizung,Geschwindigkeit prüfen,KA,Fernwärme
99,105101231,13.64,07_16,https://www.immobilienscout24.de/expose/105101231,3.0,2,1,55.0,750,600,Yep,Mitte,"Wadzeckstraße 12, 10178 Berlin, Mitte (Mitte)",8 von 10,Erstbezug nach Sanierung,01.08.2018,Etagenwohnung,6,150,in Nebenkosten enthalten,Gehobene Qualität,1966,"Keller, Personenaufzug, WG-geeignet",SCHUFA-BonitätsCheck anfordern,KA,liegt vor,Verbrauchsausweis,KA,98 kWh/(m²*a),KA,KA,Zentralheizung,Geschwindigkeit prüfen,zuletzt 2018,Fernwärme
100,105873615,18.02,07_16,https://www.immobilienscout24.de/expose/105873615,3.0,KA,1,97.08,1749,1598,No,Neukölln,"Laubestraße 8, 12045 Berlin, Neukölln (Neukölln)",1 von 4,Modernisiert,sofort,Etagenwohnung,KA,151,0,KA,1900,Einbauküche,erforderlich,127 kWh/(m²*a),KA,Bedarfsausweis,KA,KA,KA,KA,KA,Geschwindigkeit prüfen,KA,Gas
101,104554622,12.73,07_16,https://www.immobilienscout24.de/expose/104554622,3.0,2,1,73.0,929,699,No,Neukölln,"Dieselstraße 5, 12057 Berlin, Neukölln (Neukölln)",10 von 16,Gepflegt,sofort,Etagenwohnung,KA,175,55,Normale Qualität,1973,"Balkon/ Terrasse, Personenaufzug",SCHUFA-BonitätsCheck anfordern,KA,liegt vor,Verbrauchsausweis,KA,"112,9 kWh/(m²*a)",KA,Nach Vereinbarung,Fernwärme,Geschwindigkeit prüfen,KA,Fernwärme
102,85817085,13.13,07_16,https://www.immobilienscout24.de/expose/85817085,3.0,KA,KA,87.49,1149,892,No,Kreuzberg,"Kottbusser Damm 35, 10967 Berlin, Kreuzberg (Kreuzberg)",1 von 4,Modernisiert,01.09.2018,Etagenwohnung,KA,257,,Gehobene Qualität,1886,WG-geeignet,SCHUFA-BonitätsCheck anfordern,KA,liegt vor,Verbrauchsausweis,KA,104 kWh/(m²*a),KA,Nach Vereinbarung,Zentralheizung,Geschwindigkeit prüfen,KA,Fernwärme
103,90698193,13.85,07_16,https://www.immobilienscout24.de/expose/90698193,3.0,2,1,101.0,1399,1149,No,Neukölln,"Boschweg 13, 12057 Berlin, Neukölln (Neukölln)",10 von 10,Erstbezug nach Sanierung,01.08.2018,Dachgeschoss,101,250,in Nebenkosten enthalten,Gehobene Qualität,1964,Personenaufzug,SCHUFA-BonitätsCheck anfordern,KA,liegt vor,Verbrauchsausweis,KA,"347,7 kWh/(m²*a)",1 Außenstellplatz,KA,Zentralheizung,Geschwindigkeit prüfen,zuletzt 2016,Fernwärme
104,106031689,9.88,07_16,https://www.immobilienscout24.de/expose/106031689,3.0,KA,2,101.0,998,898,No,Wedding,"Utrechter 43, 13347 Berlin, Wedding (Wedding)",1 von 4,KA,15.07.2018,Etagenwohnung,KA,100,nicht in Nebenkosten enthalten,KA,KA,Balkon/ Terrasse,SCHUFA-BonitätsCheck anfordern,KA,KA,KA,KA,KA,KA,Nein,Etagenheizung,Geschwindigkeit prüfen,KA,KA
105,106153005,62.73,07_16,https://www.immobilienscout24.de/expose/106153005,4.0,KA,KA,11.0,690,550,No,Mitte,"Wolliner Straße 9, 10437 Berlin, Mitte (Mitte)",KA,Erstbezug,01.08.2018,KA,KA,140,keine Angabe,KA,2018,"Balkon/ Terrasse, Gäste-WC",SCHUFA-BonitätsCheck anfordern,10 kWh/(m²*a),liegt vor,Bedarfsausweis,KA,KA,KA,Nach Vereinbarung,KA,Geschwindigkeit prüfen,KA,KA
106,105921235,19.33,07_16,https://www.immobilienscout24.de/expose/105921235,4.0,3,2,82.31,1591,1344,Yep,Unknown,10969 Berlin Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.,2 von 7,Neuwertig,sofort,Etagenwohnung,KA,247,in Nebenkosten enthalten,Gehobene Qualität,2014,"Balkon/ Terrasse, Keller, Personenaufzug, Einbauküche, Gäste-WC, WG-geeignet",SCHUFA-BonitätsCheck anfordern,49 kWh/(m²*a),liegt vor,Bedarfsausweis,KA,KA,Tiefgaragen-Stellplatz,Nach Vereinbarung,Fernwärme,Geschwindigkeit prüfen,KA,Fernwärme
107,105443742,12.48,07_16,https://www.immobilienscout24.de/expose/105443742,3.0,KA,KA,92.06,1149,891,No,Kreuzberg,"Urbanstr. 83, 10967 Berlin, Kreuzberg (Kreuzberg)",1,Modernisiert,01.09.2018,Etagenwohnung,KA,258,,Gehobene Qualität,1886,Keine Besonderheiten,SCHUFA-BonitätsCheck anfordern,KA,liegt vor,Verbrauchsausweis,KA,104 kWh/(m²*a),KA,Nach Vereinbarung,Zentralheizung,Geschwindigkeit prüfen,KA,Fernwärme
108,105730834,16.51,07_16,https://www.immobilienscout24.de/expose/105730834,3.0,2,1,108.3,1788,1500,Yep,Unknown,10115 Berlin Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.,4 von 5,Gepflegt,sofort,Etagenwohnung,KA,288,in Nebenkosten enthalten,Gehobene Qualität,1915,"Balkon/ Terrasse, Keller, Einbauküche",SCHUFA-BonitätsCheck anfordern,KA,liegt vor,Verbrauchsausweis,KA,102 kWh/(m²*a),KA,Nach Vereinbarung,Etagenheizung,Geschwindigkeit prüfen,zuletzt 2001,Gas
109,103874371,13.6,07_16,https://www.immobilienscout24.de/expose/103874371,4.0,3,1,132.0,1795,1595,No,Neukölln,"Hermannstraße 30, 12049 Berlin, Neukölln (Neukölln)",3 von 4,Vollständig renoviert,KA,Etagenwohnung,132,200,nicht in Nebenkosten enthalten,KA,1904,"Balkon/ Terrasse, Keller",SCHUFA-BonitätsCheck anfordern,KA,liegt vor,Verbrauchsausweis,E,KA,KA,KA,Etagenheizung,Geschwindigkeit prüfen,zuletzt 2014,Gas
110,105848005,18.82,07_16,https://www.immobilienscout24.de/expose/105848005,3.0,2,1,98.15,1847,1594,Yep,Mitte,"Chausseestraße 41 c, 10115 Berlin, Mitte (Mitte)",2 von 6,Erstbezug,01.08.,Etagenwohnung,KA,161,83,Gehobene Qualität,2017,"Balkon/ Terrasse, Keller, Personenaufzug, Einbauküche, Stufenloser Zugang, WG-geeignet",erforderlich,43 kWh/(m²*a),liegt vor,Bedarfsausweis,A,KA,Tiefgaragen-Stellplatz,Nach Vereinbarung,Fußbodenheizung,Geschwindigkeit prüfen,KA,Fernwärme
111,98908336,12.76,07_16,https://www.immobilienscout24.de/expose/98908336,3.0,KA,KA,96.0,1225,945,Yep,Unknown,10961 Berlin - Zossener Straße Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.,KA,Gepflegt,Sofort,KA,KA,280,in Nebenkosten enthalten,Normale Qualität,1904,"Balkon/ Terrasse, Einbauküche",KA,KA,liegt vor,Verbrauchsausweis,KA,"128,1 kWh/(m²*a)",KA,Nach Vereinbarung,Zentralheizung,KA,KA,Erdgas schwer
112,103596094,16.26,07_16,https://www.immobilienscout24.de/expose/103596094,3.5,2,1,111.3,1810,1500,Yep,Unknown,10969 Berlin Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.,4 von 4,Erstbezug,August 2018,Etagenwohnung,KA,310,in Nebenkosten enthalten,Gehobene Qualität,2018,"Balkon/ Terrasse, Keller, Personenaufzug, Einbauküche, Gäste-WC",SCHUFA-BonitätsCheck anfordern,KA,liegt zur Besichtigung vor,KA,KA,KA,KA,Nein,Fußbodenheizung,Verfügbarkeit prüfen,KA,Fernwärme
113,106131217,20.48,07_16,https://www.immobilienscout24.de/expose/106131217,3.0,KA,1,83.0,1700,1400,No,Unknown,10178 Berlin Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.,3 von 3,KA,01.09.2018,Terrassenwohnung,KA,300,in Nebenkosten enthalten,KA,KA,"Balkon/ Terrasse, Keller, Einbauküche",SCHUFA-BonitätsCheck anfordern,KA,KA,KA,KA,KA,KA,KA,Zentralheizung,Geschwindigkeit prüfen,KA,KA
114,104879659,18.63,07_16,https://www.immobilienscout24.de/expose/104879659,3.0,KA,KA,80.5,1500,1400,Yep,Neukölln,"Sonnenallee 99, 12045 Berlin, Neukölln (Neukölln)",4,KA,sofort,Etagenwohnung,KA,100,nicht in Nebenkosten enthalten,KA,1900,"Einbauküche, WG-geeignet",KA,133 kWh/(m²*a),liegt vor,Bedarfsausweis,KA,KA,KA,KA,Etagenheizung,Geschwindigkeit prüfen,KA,Gas
115,106021400,10.75,07_16,https://www.immobilienscout24.de/expose/106021400,4.0,1,1,100.0,1075,800,No,Mitte,"Ifflandstr. 3, 10179 Berlin, Mitte (Mitte)",3 von 10,Vollständig renoviert,15.08.2018,Sonstige,100,275,in Nebenkosten enthalten,Gehobene Qualität,1967,"Balkon/ Terrasse, Keller, Personenaufzug, WG-geeignet",SCHUFA-BonitätsCheck anfordern,KA,KA,KA,KA,KA,KA,KA,Zentralheizung,Geschwindigkeit prüfen,zuletzt 2018,Fernwärme
116,105965615,15.0,07_16,https://www.immobilienscout24.de/expose/105965615,3.0,KA,1,106.0,1590,1350,No,Unknown,10437 Berlin / Prenzlauer Berg Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.,KA,Modernisiert,1.8.2018,Maisonette,KA,240,in Nebenkosten enthalten,KA,1909,Einbauküche,SCHUFA-BonitätsCheck anfordern,101 kWh/(m²*a),liegt vor,Bedarfsausweis,KA,KA,KA,Nach Vereinbarung,Etagenheizung,Geschwindigkeit prüfen,KA,Gas
117,104817151,17.32,07_16,https://www.immobilienscout24.de/expose/104817151,3.0,KA,1,89.49,1550,1350,No,Mitte,"Seydelstrasse 9-11, 10117 Berlin, Mitte (Mitte)",4 von 6,Neuwertig,01.09.2018,Etagenwohnung,KA,200,in Nebenkosten enthalten,Gehobene Qualität,2013,"Balkon/ Terrasse, Keller, Personenaufzug, Einbauküche, Gäste-WC",SCHUFA-BonitätsCheck anfordern,73 kWh/(m²*a),liegt vor,Bedarfsausweis,KA,KA,1 Tiefgaragen-Stellplatz,Nein,Fernwärme,Geschwindigkeit prüfen,KA,Fernwärme
118,104320443,16.66,07_16,https://www.immobilienscout24.de/expose/104320443,3.0,KA,1,90.67,1511,1249,Yep,Unknown,12043 Berlin Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.,0,KA,01.04.2018,Loft,KA,262,in Nebenkosten enthalten,KA,1905,"Einbauküche, Garten/ -mitbenutzung",SCHUFA-BonitätsCheck anfordern,KA,liegt vor,Verbrauchsausweis,D,KA,KA,KA,Zentralheizung,KA,KA,Fernwärme
119,105847375,19.83,07_16,https://www.immobilienscout24.de/expose/105847375,3.0,2,1,85.95,1704,1482,Yep,Mitte,"Schwartzkopffstraße 7 F, 10115 Berlin, Mitte (Mitte)",2 von 5,Erstbezug,01.09.,Etagenwohnung,KA,141,73,Gehobene Qualität,2017,"Balkon/ Terrasse, Keller, Personenaufzug, Einbauküche, Stufenloser Zugang, WG-geeignet",erforderlich,43 kWh/(m²*a),liegt vor,Bedarfsausweis,A,KA,Tiefgaragen-Stellplatz,Nach Vereinbarung,Fußbodenheizung,Geschwindigkeit prüfen,KA,Fernwärme
120,105103229,15.71,07_16,https://www.immobilienscout24.de/expose/105103229,3.0,KA,KA,105.0,1650,1500,Yep,Neukölln,"Stuttgarter Straße 7, 12059 Berlin, Neukölln (Neukölln)",3 von 5,Saniert,sofort,Etagenwohnung,KA,150,nicht in Nebenkosten enthalten,KA,1910,"Balkon/ Terrasse, Einbauküche, WG-geeignet",KA,KA,liegt vor,Verbrauchsausweis,KA,150 kWh/(m²*a),KA,KA,Etagenheizung,Geschwindigkeit prüfen,KA,Gas
121,104288899,18.67,07_16,https://www.immobilienscout24.de/expose/104288899,3.0,3,1,75.0,1400,1200,No,Unknown,10961 Berlin Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.,4 von 5,KA,01.05.2018,Etagenwohnung,KA,200,,KA,unbekannt,"Einbauküche, WG-geeignet",SCHUFA-BonitätsCheck anfordern,KA,liegt zur Besichtigung vor,KA,KA,KA,KA,KA,Etagenheizung,Geschwindigkeit prüfen,KA,Gas
